index,capability_id,capability,layer_ids,layers,obligation,activation,primary_mandatory_reference,v3_profile_overlays,authority_owners,design_conformance,runtime_conformance,evidence_status,promotion_state,required_positive_test,required_negative_test,evidence_requirement,rollback_requirement,source_decision_ids,source
87,CAP-088,Agentic Video Intelligence & Production,9,"Creative Design, Film, DCC & Documents",MANDATORY,PROFILE/JOB,HKUDS/VideoAgent,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-088-POS,AT-CAP-088-NEG,EVID-CAP-088-CURRENT-HOST,ROLLBACK-CAP-088,DEC-CAP-088; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
88,CAP-089,Cinematic Production Governance & Virtual Cinematography,9,"Creative Design, Film, DCC & Documents",MANDATORY,PROFILE,AI Cinema Studio Engine,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-089-POS,AT-CAP-089-NEG,EVID-CAP-089-CURRENT-HOST,ROLLBACK-CAP-089,DEC-CAP-089; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
89,CAP-090,Design System / UI-UX Collaboration & Design-to-Code,9,"Creative Design, Film, DCC & Documents",MANDATORY,SESSION/PROFILE,Penpot primary adapter,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-PRESENTATION-DESIGN; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE; PROFILE-AGENT-OPERABLE-SURFACE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-090-POS,AT-CAP-090-NEG,EVID-CAP-090-CURRENT-HOST,ROLLBACK-CAP-090,DEC-CAP-090; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-06; FA3-REG-001; FA3-REG-002; FA3-REG-003; FA3-MOZ-AAF-001,v2.0.20 §15 + v3.0.11 overlays
90,CAP-091,Agentic Creative Design & Campaign Production,9,"Creative Design, Film, DCC & Documents",MANDATORY,PROFILE/JOB,Open-AI-Design-Agent,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-PRESENTATION-DESIGN; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-091-POS,AT-CAP-091-NEG,EVID-CAP-091-CURRENT-HOST,ROLLBACK-CAP-091,DEC-CAP-091; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-06; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
91,CAP-092,Human-Factor Security & Social Engineering Defense,3,"Trust, Security & Recovery",MANDATORY,ALWAYS_ON policy + LAB/JOB,"defensive control plane, curated REF",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-SECRETS; AUTH-IDENTITY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-092-POS,AT-CAP-092-NEG,EVID-CAP-092-CURRENT-HOST,ROLLBACK-CAP-092,DEC-CAP-092; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
92,CAP-093,Personal/Workstation Data Organization & Lifecycle,2,"Resource, Storage & Lifecycle",MANDATORY,GATE/TIMER,"Data Lifecycle Policy, home-template REF",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-HOST-LIFE; AUTH-REGISTRY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-093-POS,AT-CAP-093-NEG,EVID-CAP-093-CURRENT-HOST,ROLLBACK-CAP-093,DEC-CAP-093; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
93,CAP-094,Learning & Knowledge Fabric,8,"Engineering, Research, Simulation & Learning",MANDATORY,PROFILE/JOB,"Learning Registry, ai-learning/ai-courses discovery",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-OPENVIKING; PROFILE-DOC-KNOWLEDGE-COMPILATION; PROFILE-AGENT-INTEROP; PROFILE-SURFSENSE; PROFILE-PERSONA; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-POLICY; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-094-POS,AT-CAP-094-NEG,EVID-CAP-094-CURRENT-HOST,ROLLBACK-CAP-094,DEC-CAP-094; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AI-001; FA3-KNOW-001; GC-01; GC-02; GC-05; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
94,CAP-095,Multimodal Generative Model Training & Adaptation Governance,8,"Engineering, Research, Simulation & Learning",MANDATORY,PROFILE/JOB,"Axolotl primary; LLaMA-Factory, Unsloth, OneTrainer, Ostris adapters; fairseq2 admissible sequence/speech training provider; DVC+Git, MLflow+PostgreSQL",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-CPU-NUMA; PROFILE-FAIRSEQ; PROFILE-AGENT-INTEROP; PROFILE-PRECISION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-POLICY; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-095-POS,AT-CAP-095-NEG,EVID-CAP-095-CURRENT-HOST,ROLLBACK-CAP-095,DEC-CAP-095; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-001; FA3-AI-003; GC-01; GC-12; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
95,CAP-096,Desktop Service Shell / Native Operations Console,11,Desktop Experience & Operations UX,MANDATORY,SESSION,"Tauri+WebKitGTK n8n shell, Qt fallback",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-DESKTOP-CONSOLE; PROFILE-ASSISTANT; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE; PROFILE-AGENT-OPERABLE-SURFACE,AUTH-POLICY; AUTH-HUMAN,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-096-POS,AT-CAP-096-NEG,EVID-CAP-096-CURRENT-HOST,ROLLBACK-CAP-096,DEC-CAP-096; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-DESKTOP-001; GC-10; FA3-REG-001; FA3-REG-002; FA3-REG-003; FA3-MOZ-AAF-001,v2.0.20 §15 + v3.0.11 overlays
96,CAP-097,"Engineering Efficiency, Minimal-Change & Complexity Governance",8,"Engineering, Research, Simulation & Learning",MANDATORY,GATE,Ponytail REQ-ADAPTER/REF/SKILL,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-ENGINEERING-HARNESS; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-POLICY; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-097-POS,AT-CAP-097-NEG,EVID-CAP-097-CURRENT-HOST,ROLLBACK-CAP-097,DEC-CAP-097; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-ENG-001; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
97,CAP-098,Unified AI Gateway / Model & Capability Routing,5,"Unified AI Gateway, Model & Memory",MANDATORY,ALWAYS_ON,canonical ai-gateway + LiteLLM primary; Trylon policy REF; OmniRoute/TurboLLM adapters,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-GUARDRAILS; PROFILE-MINIMAX-MCP; PROFILE-LLAMACPP; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE; PROFILE-MOZILLA-AI-INTEGRATION; PROFILE-MOZILLA-PROVIDER-DISPOSITION,AUTH-AI-ROUTING; AUTH-REGISTRY; AUTH-MEMORY; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-098-POS,AT-CAP-098-NEG,EVID-CAP-098-CURRENT-HOST,ROLLBACK-CAP-098,DEC-CAP-098; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AI-002; GC-08; GC-11; FA3-REG-001; FA3-REG-002; FA3-REG-003; FA3-MOZ-001; FA3-MOZ-PROV-001,v2.0.20 §15 + v3.0.11 overlays
98,CAP-099,KV Cache / Attention-State Memory Management,5,"Unified AI Gateway, Model & Memory",MANDATORY,ALWAYS_ON module/GATE,LMCache mandatory adapter; provider-neutral L0/L1/L2 KV policy,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-ACTIVATION-SOLVER; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-LLAMACPP; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-AI-ROUTING; AUTH-REGISTRY; AUTH-MEMORY; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-099-POS,AT-CAP-099-NEG,EVID-CAP-099-CURRENT-HOST,ROLLBACK-CAP-099,DEC-CAP-099; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-005; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-11; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
99,CAP-100,Authorized Security Reconnaissance / Validation,7,"Tools, Skills & Automation",MANDATORY,LAB/JOB,recon-skills + Guardian CLI adapters,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-BBOT; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-DURABLE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-100-POS,AT-CAP-100-NEG,EVID-CAP-100-CURRENT-HOST,ROLLBACK-CAP-100,DEC-CAP-100; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-04; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
100,CAP-101,Self-Hosted Operations Portal / Dashboard UI,11,Desktop Experience & Operations UX,MANDATORY,SESSION/PROFILE,Dashy primary adapter,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-DESKTOP-CONSOLE; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-HUMAN,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-101-POS,AT-CAP-101-NEG,EVID-CAP-101-CURRENT-HOST,ROLLBACK-CAP-101,DEC-CAP-101; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-DESKTOP-001; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
101,CAP-102,Unified Memory Gateway & Provider Interoperability,5,"Unified AI Gateway, Model & Memory",MANDATORY,ALWAYS_ON,Mem0 + memU adapters,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-OPENVIKING; PROFILE-DOC-KNOWLEDGE-COMPILATION; PROFILE-AGENT-INTEROP; PROFILE-LLAMACPP; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-AI-ROUTING; AUTH-REGISTRY; AUTH-MEMORY; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-102-POS,AT-CAP-102-NEG,EVID-CAP-102-CURRENT-HOST,ROLLBACK-CAP-102,DEC-CAP-102; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AI-001; FA3-KNOW-001; GC-01; GC-11; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
102,CAP-103,Web Intelligence / Retrieval & Evidence,7,"Tools, Skills & Automation",MANDATORY,PROFILE/JOB,Wigolo primary local-first adapter,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-OPENVIKING; PROFILE-DOC-KNOWLEDGE-COMPILATION; PROFILE-SURFSENSE; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-DURABLE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-103-POS,AT-CAP-103-NEG,EVID-CAP-103-CURRENT-HOST,ROLLBACK-CAP-103,DEC-CAP-103; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AI-001; FA3-KNOW-001; GC-02; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
103,CAP-104,Operational Design & Deterministic Runtime Composition,4,"Data, Event & Contract",MANDATORY,ALWAYS_ON module/GATE,ODS contract and resolver,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-CATALOG; AUTH-REGISTRY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-104-POS,AT-CAP-104-NEG,EVID-CAP-104-CURRENT-HOST,ROLLBACK-CAP-104,DEC-CAP-104; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
104,CAP-105,AI Production Desktop 2026 Reference Profile,11,Desktop Experience & Operations UX,MANDATORY,PROFILE,Local AI Studio; OpenHuman research workbench; Voicebox; official workstation profile,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-DESKTOP-CONSOLE; PROFILE-ASSISTANT; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-HUMAN,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-105-POS,AT-CAP-105-NEG,EVID-CAP-105-CURRENT-HOST,ROLLBACK-CAP-105,DEC-CAP-105; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-DESKTOP-001; GC-10; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
105,CAP-106,Conversation/Application Gateway & Relay Service,11,Desktop Experience & Operations UX,MANDATORY,DISABLED/COND,Relay Serve default-disabled REF,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-HUMAN,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-106-POS,AT-CAP-106-NEG,EVID-CAP-106-CURRENT-HOST,ROLLBACK-CAP-106,DEC-CAP-106; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
106,CAP-107,Agent Development Environment / Parallel Engineering Workspace,8,"Engineering, Research, Simulation & Learning",MANDATORY,SESSION/PROFILE,Orca/OpenCode; Terax conditional secondary; Goose execution; OpenYak excluded,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-AGENT-PLUGINS; PROFILE-ENGINEERING-HARNESS; PROFILE-AGENT-INTEROP; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-POLICY; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-107-POS,AT-CAP-107-NEG,EVID-CAP-107-CURRENT-HOST,ROLLBACK-CAP-107,DEC-CAP-107; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AGENT-002; FA3-ENG-001; GC-01; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
107,CAP-108,Test Data Isolation & Evidence-Based Browser Verification,12,"Observability, Quality, Delivery & Feedback",MANDATORY,JOB/GATE,"Stably agent-skills REF, provider-neutral runner",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-ENGINEERING-HARNESS; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-OBS; AUTH-HUMAN,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-108-POS,AT-CAP-108-NEG,EVID-CAP-108-CURRENT-HOST,ROLLBACK-CAP-108,DEC-CAP-108; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-ENG-001; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
108,CAP-109,Collaboration Action / Messaging Adapter,7,"Tools, Skills & Automation",MANDATORY,JOB/COND,"agent-slack conditional adapter, recipient resolution required",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-DURABLE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-109-POS,AT-CAP-109-NEG,EVID-CAP-109-CURRENT-HOST,ROLLBACK-CAP-109,DEC-CAP-109; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
